1.543176469411484897e+00,-5.834581070841062811e-01,2.659426724002431630e-01,-7.419397579293468548e-01,3.122580581514435849e-01,1.307586653636451657e-01,-3.471420883846589867e-01,-8.756164747517841684e-01,4.247556870649964456e-01,-1.495131859147821318e+00,1.027292655949348793e-02,-4.906300908875201316e-01,6.274868565779564422e-01,6.636849539841754853e-02,-4.072178682123935856e-01,-3.204125440591446550e-01,-4.414029094839914125e-01,0.000000000000000000e+00
-1.676499560611881323e+00,-9.617065967735427545e-01,-8.707418530159234393e-01,1.555532240385856912e+00,1.373700394137669534e+00,1.307586653636451657e-01,1.603476039687115273e+00,-8.756164747517841684e-01,4.247556870649964456e-01,-1.495131859147821318e+00,-8.385444799874179900e-01,-4.906300908875201316e-01,-4.232074114464909886e-01,-2.552298536033363319e-01,-4.072178682123935856e-01,-3.204125440591446550e-01,-4.414029094839914125e-01,0.000000000000000000e+00
-9.156384711751361927e-01,-1.056265968894223750e+00,-1.154908483869010016e+00,-7.419397579293468548e-01,1.373700394137669534e+00,1.307586653636451657e-01,-4.727528772424702819e-01,-8.756164747517841684e-01,4.247556870649964456e-01,7.236407269864751912e-01,2.527919712637254901e-01,2.032373131051847803e+00,1.893707769283168085e+00,-5.768291027037460994e-01,-4.072178682123935856e-01,-3.204125440591446550e-01,-4.414029094839914125e-01,0.000000000000000000e+00
7.087578124159004123e-01,7.847749995468321360e-02,-1.723251746688416741e+00,-7.419397579293468548e-01,-7.491842778347825860e-01,1.307586653636451657e-01,-2.969645801752741066e-01,-8.756164747517841684e-01,-2.354289842921760467e+00,7.236407269864751912e-01,3.740522436979410448e-01,2.032373131051847803e+00,-2.731089446642260832e-01,6.636849539841754853e-02,-4.072178682123935856e-01,-3.204125440591446550e-01,-4.414029094839914125e-01,0.000000000000000000e+00
-1.632058530211749181e+00,-1.608467247316093876e-02,2.659426724002431630e-01,-7.419397579293468548e-01,3.122580581514435849e-01,1.307586653636451657e-01,-4.169257488490222818e-01,-8.756164747517841684e-01,4.247556870649964456e-01,7.236407269864751912e-01,2.527919712637254901e-01,2.032373131051847803e+00,-2.962004779562645296e-01,6.636849539841754853e-02,-4.072178682123935856e-01,-3.204125440591446550e-01,-4.414029094839914125e-01,0.000000000000000000e+00
-1.739329982901723082e-01,-1.608467247316093876e-02,2.659426724002431630e-01,4.067972413388227793e-01,3.122580581514435849e-01,1.307586653636451657e-01,-2.521036555910405874e-01,1.142050233888795008e+00,-2.354289842921760467e+00,7.236407269864751912e-01,-1.109868458199890218e-01,3.503703163523425035e-01,2.659601792860454506e+00,7.095658934786577277e-01,-4.072178682123935856e-01,-3.204125440591446550e-01,-4.414029094839914125e-01,1.000000000000000000e+00
-8.903530573267851578e-01,-3.943333621845375170e-01,1.118454566295383090e+00,1.555532240385856912e+00,-7.491842778347825860e-01,1.307586653636451657e-01,-4.727528772424702819e-01,1.142050233888795008e+00,4.247556870649964456e-01,7.236407269864751912e-01,-1.444847842377428027e+00,7.708705199722738488e-01,-7.503473008292682600e-01,-2.552298536033363319e-01,-4.072178682123935856e-01,-3.204125440591446550e-01,-4.414029094839914125e-01,0.000000000000000000e+00
-3.294766046906347917e-02,9.295368517833404454e-01,5.501143038099464144e-01,-7.419397579293468548e-01,1.373700394137669534e+00,1.307586653636451657e-01,1.941783347780584312e-01,1.142050233888795008e+00,4.247556870649964456e-01,-1.495131859147821318e+00,1.027292655949348793e-02,-7.013008728956673932e-02,2.913609659182595735e+00,-5.768291027037460994e-01,-4.072178682123935856e-01,-3.204125440591446550e-01,-4.414029094839914125e-01,0.000000000000000000e+00
4.520725506220337614e-02,2.676022448542519361e-01,-8.707418530159234393e-01,-7.419397579293468548e-01,-7.491842778347825860e-01,1.307586653636451657e-01,-6.937331352332388734e-01,1.142050233888795008e+00,4.247556870649964456e-01,7.236407269864751912e-01,1.707907239598583482e+00,3.503703163523425035e-01,3.003469671951790598e-01,6.636849539841754853e-02,-4.072178682123935856e-01,-3.204125440591446550e-01,-4.414029094839914125e-01,0.000000000000000000e+00
-5.792658445258602740e-01,5.512883620939040830e-01,-1.723251746688416741e+00,4.067972413388227793e-01,-7.491842778347825860e-01,1.307586653636451657e-01,-3.979846696020810093e-01,1.142050233888795008e+00,4.247556870649964456e-01,7.236407269864751912e-01,1.465390695168016677e+00,7.708705199722738488e-01,3.317723993164750862e+00,3.879676444878655817e-01,-4.072178682123935856e-01,-3.204125440591446550e-01,-4.414029094839914125e-01,1.000000000000000000e+00
